customer_id,age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,contact_known
36939,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,0,0,unknown,no,0
47934,41,management,married,tertiary,no,517,yes,no,unknown,5,may,251,1,0,0,unknown,no,0
25998,39,services,single,secondary,no,257,yes,no,unknown,5,may,408,1,0,0,unknown,no,0
71566,42,retired,married,secondary,no,56,yes,no,unknown,5,may,215,1,0,0,unknown,no,0
72244,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,0,0,unknown,no,0
82166,59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,0,0,unknown,no,0
68218,36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,0,0,unknown,no,0
45509,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,0,0,unknown,no,0
17606,40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,0,0,unknown,no,0
14328,47,other,married,secondary,no,28,no,no,unknown,5,may,338,2,0,0,unknown,no,0
23343,53,unemployed,married,secondary,no,13,no,no,unknown,5,may,410,3,0,0,unknown,no,0
61434,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,0,0,unknown,no,0
18421,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,0,0,unknown,no,0
27288,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,0,0,unknown,no,0
50075,28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,0,0,unknown,no,0
99289,35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,0,0,unknown,no,0
94778,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,0,0,unknown,no,0
97576,48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,0,0,unknown,no,0
84030,58,management,married,secondary,no,1065,yes,no,unknown,5,may,213,3,0,0,unknown,no,0
73677,36,blue-collar,married,secondary,no,1033,no,no,unknown,5,may,238,2,0,0,unknown,no,0
83717,53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,0,0,unknown,no,0
69944,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,0,0,unknown,no,0
26007,53,admin,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,0,0,unknown,no,0
50440,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,0,0,unknown,no,0
44258,44,admin,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,0,0,unknown,no,0
51638,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,0,0,unknown,no,0
10843,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,0,0,unknown,no,0
21038,38,admin,married,secondary,no,0,no,no,unknown,5,may,151,1,0,0,unknown,no,0
45594,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,0,0,unknown,no,0
31535,42,management,married,secondary,no,275,no,no,unknown,5,may,408,2,0,0,unknown,no,0
77464,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,0,0,unknown,no,0
78889,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,0,0,unknown,no,0
59294,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,0,0,unknown,no,0
51488,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,0,0,unknown,no,0
15322,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,0,0,unknown,no,0
99547,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,0,0,unknown,no,0
13150,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,0,0,unknown,no,0
34908,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,0,0,unknown,no,0
26720,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,0,0,unknown,no,0
82552,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,0,0,unknown,no,0
57570,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,0,0,unknown,no,0
86617,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,0,0,unknown,no,0
67379,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,0,0,unknown,no,0
66582,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,0,0,unknown,no,0
72466,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,0,0,unknown,no,0
98573,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,0,0,unknown,no,0
43825,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,0,0,unknown,no,0
52227,37,admin,married,secondary,no,190,yes,no,unknown,5,may,92,2,0,0,unknown,no,0
99083,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,0,0,unknown,no,0
86933,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,0,0,unknown,no,0
49631,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,0,0,unknown,no,0
95920,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,0,0,unknown,no,0
91761,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,0,0,unknown,no,0
69167,54,technician,married,tertiary,no,258,no,no,unknown,5,may,310,4,0,0,unknown,no,0
55384,58,blue-collar,married,primary,no,76,yes,no,unknown,5,may,156,2,0,0,unknown,no,0
31691,33,admin,single,secondary,no,352,yes,no,unknown,5,may,225,2,0,0,unknown,no,0
96253,47,admin,married,secondary,no,368,yes,no,unknown,5,may,125,2,0,0,unknown,no,0
99243,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,0,0,unknown,no,0
78408,40,self-employed,married,secondary,no,672,yes,no,unknown,5,may,164,2,0,0,unknown,no,0
66456,37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,0,0,unknown,no,0
96808,24,student,single,secondary,no,423,yes,no,unknown,5,may,226,3,0,0,unknown,no,0
57181,54,management,married,tertiary,no,0,no,no,unknown,5,may,120,2,0,0,unknown,no,0
75174,34,technician,married,secondary,no,19,yes,no,unknown,5,may,362,4,0,0,unknown,no,0
26511,56,technician,divorced,primary,no,13,yes,no,unknown,5,may,357,2,0,0,unknown,no,0
42152,31,blue-collar,single,secondary,no,3,yes,no,unknown,5,may,200,2,0,0,unknown,no,0
82547,24,student,single,secondary,no,82,yes,no,unknown,5,may,204,2,0,0,unknown,no,0
75831,42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,may,126,3,0,0,unknown,no,0
20534,57,technician,married,secondary,no,792,yes,no,unknown,5,may,65,2,0,0,unknown,no,0
41884,42,blue-collar,married,secondary,no,408,yes,no,unknown,5,may,107,2,0,0,unknown,no,0
81158,51,admin,married,secondary,no,531,yes,no,unknown,5,may,267,2,0,0,unknown,no,0
94442,57,retired,married,secondary,no,211,yes,no,unknown,5,may,248,2,0,0,unknown,no,0
25175,36,services,single,secondary,no,62,yes,no,unknown,5,may,215,2,0,0,unknown,no,0
76589,53,services,married,secondary,no,257,yes,no,unknown,5,may,209,2,0,0,unknown,no,0
31384,50,technician,married,secondary,no,1234,yes,no,unknown,5,may,205,2,0,0,unknown,no,0
56039,54,management,married,tertiary,no,313,yes,no,unknown,5,may,83,2,0,0,unknown,no,0
10345,55,blue-collar,married,secondary,no,89,yes,no,unknown,5,may,106,3,0,0,unknown,no,0
98312,44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,may,189,2,0,0,unknown,no,0
45723,43,management,married,secondary,no,0,yes,no,unknown,5,may,105,2,0,0,unknown,no,0
56089,56,admin,married,secondary,no,353,yes,no,unknown,5,may,106,2,0,0,unknown,no,0
26231,54,technician,married,secondary,no,851,yes,no,unknown,5,may,108,2,0,0,unknown,no,0
17287,55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,0,0,unknown,no,0
29154,37,services,divorced,secondary,no,398,yes,yes,unknown,5,may,214,2,0,0,unknown,no,0
42626,33,admin,single,tertiary,no,193,no,no,unknown,5,may,132,2,0,0,unknown,no,0
25664,36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,453,2,0,0,unknown,no,0
66152,51,technician,single,secondary,no,0,yes,no,unknown,5,may,364,2,0,0,unknown,no,0
94088,40,retired,single,primary,no,0,no,no,unknown,5,may,136,2,0,0,unknown,no,0
36176,42,blue-collar,married,secondary,no,490,yes,no,unknown,5,may,386,2,0,0,unknown,no,0
76377,51,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,173,2,0,0,unknown,no,0
80706,49,blue-collar,married,secondary,no,403,yes,no,unknown,5,may,241,2,0,0,unknown,no,0
87033,48,management,married,secondary,no,161,yes,no,unknown,5,may,224,3,0,0,unknown,no,0
75339,31,admin,single,secondary,no,98,yes,no,unknown,5,may,196,2,0,0,unknown,no,0
40900,55,management,single,tertiary,no,115,no,no,unknown,5,may,111,4,0,0,unknown,no,0
84407,40,blue-collar,single,secondary,no,436,yes,no,unknown,5,may,231,3,0,0,unknown,no,0
38669,47,technician,married,tertiary,no,831,yes,no,unknown,5,may,316,3,0,0,unknown,no,0
68501,57,technician,married,secondary,no,206,yes,no,unknown,5,may,216,3,0,0,unknown,no,0
97986,41,blue-collar,married,secondary,no,290,yes,no,unknown,5,may,240,2,0,0,unknown,no,0
67602,42,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,425,2,0,0,unknown,no,0
10565,58,management,single,tertiary,no,1387,yes,no,unknown,5,may,174,5,0,0,unknown,no,0
66973,49,blue-collar,married,secondary,no,30,yes,no,unknown,5,may,135,4,0,0,unknown,no,0
42098,42,admin,single,secondary,no,1022,yes,no,unknown,5,may,146,2,0,0,unknown,no,0
20537,53,technician,married,secondary,no,56,yes,yes,unknown,5,may,152,2,0,0,unknown,no,0
51931,51,admin,single,secondary,yes,-2,no,no,unknown,5,may,402,3,0,0,unknown,no,0
56308,32,services,single,secondary,no,121,yes,no,unknown,5,may,213,2,0,0,unknown,no,0
59584,41,blue-collar,single,secondary,no,842,yes,no,unknown,5,may,144,3,0,0,unknown,no,0
63570,43,management,divorced,secondary,no,693,yes,no,unknown,5,may,124,3,0,0,unknown,no,0
94938,45,technician,married,secondary,no,44,yes,no,unknown,5,may,95,4,0,0,unknown,no,0
64984,44,services,married,tertiary,no,510,yes,no,unknown,5,may,421,4,0,0,unknown,no,0
79695,55,management,married,tertiary,no,685,yes,no,unknown,5,may,174,3,0,0,unknown,no,0
83280,46,management,single,tertiary,no,187,yes,no,unknown,5,may,113,2,0,0,unknown,no,0
15242,34,admin,married,secondary,no,560,yes,no,unknown,5,may,198,3,0,0,unknown,no,0
24047,36,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,195,2,0,0,unknown,no,0
26389,59,other,divorced,secondary,no,27,no,no,unknown,5,may,347,3,0,0,unknown,no,0
87425,31,admin,single,secondary,no,12,yes,no,unknown,5,may,208,2,0,0,unknown,no,0
91144,44,blue-collar,single,secondary,no,34,yes,no,unknown,5,may,404,4,0,0,unknown,no,0
95488,33,entrepreneur,single,tertiary,no,1068,yes,no,unknown,5,may,396,2,0,0,unknown,no,0
73484,40,blue-collar,married,secondary,no,211,yes,no,unknown,5,may,216,4,0,0,unknown,no,0
56570,46,admin,single,tertiary,no,377,yes,no,unknown,5,may,98,2,0,0,unknown,no,0
73938,48,management,married,tertiary,no,263,yes,no,unknown,5,may,350,2,0,0,unknown,no,0
88631,42,services,married,secondary,no,1263,yes,no,unknown,6,may,114,2,0,0,unknown,no,0
96654,27,services,married,secondary,no,8,yes,no,unknown,6,may,88,3,0,0,unknown,no,0
33821,48,admin,married,secondary,no,126,yes,yes,unknown,6,may,379,2,0,0,unknown,no,0
84574,59,admin,married,secondary,no,230,yes,no,unknown,6,may,190,3,0,0,unknown,no,0
61492,46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,0,0,unknown,no,0
51137,38,admin,divorced,secondary,no,308,yes,no,unknown,6,may,102,1,0,0,unknown,no,0
64859,43,management,divorced,tertiary,no,1,yes,no,unknown,6,may,306,1,0,0,unknown,no,0
34028,38,admin,divorced,tertiary,no,86,yes,no,unknown,6,may,218,1,0,0,unknown,no,0
73730,34,services,married,secondary,no,22,yes,no,unknown,6,may,344,1,0,0,unknown,no,0
31217,38,admin,married,secondary,no,46,yes,yes,unknown,6,may,195,1,0,0,unknown,no,0
16434,25,admin,single,secondary,no,122,yes,no,unknown,6,may,286,1,0,0,unknown,no,0
65065,48,blue-collar,married,secondary,no,131,yes,no,unknown,6,may,189,1,0,0,unknown,no,0
46536,49,blue-collar,single,secondary,no,143,yes,no,unknown,6,may,83,1,0,0,unknown,no,0
47876,38,admin,single,secondary,no,393,no,no,unknown,6,may,184,2,0,0,unknown,no,0
67079,43,blue-collar,married,primary,no,98,yes,no,unknown,6,may,235,1,0,0,unknown,no,0
57063,33,management,married,tertiary,no,0,yes,no,unknown,6,may,290,1,0,0,unknown,no,0
68756,55,blue-collar,married,secondary,no,224,yes,no,unknown,6,may,232,1,0,0,unknown,no,0
46719,38,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,133,1,0,0,unknown,no,0
46711,49,services,married,secondary,no,245,yes,yes,unknown,6,may,318,1,0,0,unknown,no,0
78043,43,admin,married,secondary,no,350,no,no,unknown,6,may,437,1,0,0,unknown,no,0
90520,38,blue-collar,married,secondary,no,20,yes,no,unknown,6,may,402,1,0,0,unknown,no,0
78450,57,technician,married,secondary,no,345,yes,no,unknown,6,may,125,1,0,0,unknown,no,0
60070,58,blue-collar,divorced,secondary,no,29,yes,no,unknown,6,may,253,1,0,0,unknown,no,0
23778,46,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,114,1,0,0,unknown,no,0
77675,27,admin,married,secondary,no,4,yes,no,unknown,6,may,243,1,0,0,unknown,no,0
71854,32,technician,single,secondary,no,0,yes,yes,unknown,6,may,135,3,0,0,unknown,no,0
62665,40,admin,single,secondary,no,263,yes,no,unknown,6,may,231,1,0,0,unknown,no,0
52418,38,admin,married,secondary,no,1,no,no,unknown,6,may,76,1,0,0,unknown,no,0
79354,34,blue-collar,married,secondary,no,283,no,yes,unknown,6,may,199,1,0,0,unknown,no,0
77107,47,blue-collar,married,primary,no,206,yes,no,unknown,6,may,152,1,0,0,unknown,no,0
